id1,id2,paperAbstract1,paperAbstract2,label
11997fa1-0571-413a-bacd-4ae3162353dd,72b43f43-1284-485a-8b0c-89a167a6ba7a,"Data analytics frameworks shift towards larger degrees of parallelism. Efficient scheduling of data-parallel jobs (tasks) is critical for improving job performance such as response time, and resource utilization. It is an important challenge for large scale data analytics frameworks in which jobs are more complex and have diverse characteristics (e.g., diverse resource requirements). Prior work on scheduling cannot achieve low response time and high resource utilization simultaneously because they cannot accurately estimate the durations of tasks in the queue of a worker machine by using sampling-based approach (including sampling with late binding) for task placement, and thus they fail to place tasks at the best possible worker machine. Also, they do not sufficiently consider the diverse resource requirements of jobs (tasks) for placing tasks on worker machines. To address this challenge, we propose a Dependency-aware and Resource-efficient Scheduling (DRS) to achieve low response time and high resource utilization. DRS takes into account task dependency and assigns tasks that are independent of each other to different worker machines. Also, DRS considers tasks' resource requirements and packs complementary tasks whose resource demands on multiple resources are complementary to each other to increase the resource utilization. In addition, DRS uses the mutual reinforcement learning to estimate the task's waiting time (the duration of tasks in the queue of a worker), and assigns tasks to workers with the consideration of tasks' waiting time to reduce the response time. Extensive experimental results based on a real cluster and experiments using real-world Amazon EC2 cloud service show that DRS achieves low response time and high resource utilization compared to previous strategies.","The focus of this contribution is to review delta-sigma based all-digital transmitters and to discuss issues related to large out-of-band quantization noise and possible coexistence problems. Low-complexity embedded-FIR filters are very interesting to relax the filtering constraints while keeping systems as digital as possible to benefit from the advanced CMOS node integration. In this paper we propose a single-bit digital to RF mixer with embedded-FIR, which provides noise level reduction at specific frequencies in order to target multi-standard coexistence. This architecture introduces simple logic operating at low frequency which enables single-bit output and avoids the use of an additional delayed DAC, thus reducing considerably the power consumption and area of the output stage. Finally, we introduce an asymmetric unbalanced FIR architecture to provide a complementary solution for out-of-band noise reduction.",0
8ce9618b-adb1-4815-8082-f580511a76ff,2e90c9d6-0422-4472-8a2e-03f75bcbbf60,"Wi-Fi has been widely adopted by families in Taiwan, for it has the advantage of designing family monitoring systems with its wide usage. Therefore, there are many advantages for designing family monitoring systems. Based on our previous research architecture, we implemented a monitoring system for family environments based on Wi-Fi and sensor technologies. Humidity, gas, smoke, and temperature sensors are applied for designing and developing the intelligent home environment monitoring system in this paper. A system prototype is proposed in this research, and the experimental results are discussed. The results showed that the system is workable and remarkable for environment monitoring. The contribution of this is to propose a framework for future home environment monitoring system developers to refer to.","The new generation of multimedia surveillance systems integrates a large number of heterogeneous sensors to collect, process, and analyze multimedia data for identifying events of potential security threats. Some of the major concerns facing these systems are scalability, ubiquitous access to sensory data, event processing overhead, and massive storage requirementsâ€”all of which demand novel scalable approach. Cloud computing can provide a powerful and scalable infrastructure for large-scale storage, processing, and dissemination of sensor data. Furthermore, the integration of sensor technology and cloud computing offers new possibilities for efficient development and deployment of sensor-based systems. This paper proposes a framework for a cloud-based multimedia surveillance system and highlights several research and technical issues. A prototype surveillance system is also designed and analyzed in the context of the proposed surveillance framework. The paper finally reports that cloud-based multimedia surveillance system can effectively support the processing overload, storage requirements, ubiquitous access, security, and privacy in large-scale surveillance settings.",1
f788d49d-1a4c-4bda-948f-1bce02be1bec,2ecc37b1-7541-405d-b9a6-75560217d768,"A phrase unit speech recognition system is discussed, which is applicable for a large vocabulary and is independent of the task. In the case of large vocabulary, it is desirable to express the words in the dictionary by the sequence of phonemes or phoneme-like units. Therefore, the recognition of phonemes in continuous speech is essential to achieve a flexible speech understanding system. In this paper, a technique to recognize phrases based on the phoneme recognition is introduced. The system is composed of the phoneme recognition part and the phrase recognition part. In the phoneme recognition part, the features in the articulatory domain are extracted and applied to compensate coarticulation. In the phrase recognition part, a word sequence corresponding to the phoneme sequence is determined by using two-level DP matching with automaton control, in which words are processed symbolically to attain the acceptable processing speed.","Articulatory parameters estimated from speech waves were used for the recognition of semivowels and consonants in continuous speech. It has been shown that introduction of the articulatory model in speech recognition is one effective method to solve the difficulties of coarticulation phenomena and speaker differences. In this paper, the recognition of semivowels and consonants is discussed. As for semivowels, it is found that the phase difference between the movement of the tongue and that of the jaw is important to characterize semivowels, and this can be effectively used in the recognition. In the case of consonants, it is possible to find the typical feature of each consonant which corresponds to its place of articulation in the transient parts of the articulatory parameters. A preliminary experiment adopting the DP matching technique in VCV contexts gave fairly hopeful results. And for nasal sounds, it is shown that introduction of the nasal model is useful. The nasal model consists of the nasal cavity and the velum parameter.",1
9d213453-a85c-4617-9790-aca33cad7365,fdf3310e-feea-4f92-9ca9-6ee68dc7d143,"This paper presents an adaptive audio watermarking algorithm in the wavelet domain to optimize the payload under the perceptual transparency constraints of audio signal by strategically using some of its local features. Unlike existing algorithms, the watermark payload in this approach is made adaptive based on the nature of the audio signal. This localized feature based approach to determine the payload addresses the issue of over-loading and under-loading the audio signals with watermark data making the payload optimized for each individual audio host signal. Some audio features are strategically extracted and the most discriminatory features are selected using Principal Component analysis (PCA) approach. A mathematical model is designed using selected audio features like energy, zero cross mean and short time energy to evaluate the degree of embedding under perceptual transparency. It is used to estimate the number of watermarking bits to be inserted for a particular audio signal which makes the approach adaptive in nature optimizing the watermarking payload. At the embedding stage, watermark is embedded in the host audio signal in the third level detailed coefficient of wavelet domain which strikes a balance between the contradicting design parameters of perceptual transparency, robustness and optimized payload. Watermark extraction in this paper is blind with good robustness to signal processing attacks. Experimental results validate that the proposed adaptive algorithm provide good imperceptibility with good robustness against signal processing attacks at adjustable payload for different types of audio signals. Comparative analysis indicates that this proposed adaptive algorithm has better performance in terms of imperceptibility and robustness in comparison to uniform watermarking algorithm.","We consider the problem of selecting an optimal set of sensors to estimate the states of linear dynamical systems. Specifically, the goal is to choose (at design-time) a subset of sensors (satisfying certain budget constraints) from a given set in order to minimize the trace of the steady state  a priori  or  a posteriori  error covariance produced by a Kalman filter. We show that the  a priori  and  a posteriori  error covariance-based sensor selection problems are both NP-hard, even under the additional assumption that the system is stable. We then provide bounds on the worst-case performance of sensor selection algorithms based on the system dynamics, and show that greedy algorithms are optimal for a certain class of systems. However, as a negative result, we show that certain typical objective functions are not submodular or supermodular in general. While this makes it difficult to evaluate the performance of greedy algorithms for sensor selection (outside of certain special cases), we show via simulations that these greedy algorithms perform well in practice.",0
04a1f767-2306-4cb4-aff0-456b985f4c28,33c7f69a-0d93-4a66-8297-d71f0e069232,"Bipartite Correlation clustering is the problem of generating a set of disjoint bi-cliques on a set of nodes while minimizing the symmetric difference to a bipartite input graph. The number or size of the output clusters is not constrained in any way. The best known approximation algorithm for this problem gives a factor of 11. This result and all previous ones involve solving large linear or semi-definite programs which become prohibitive even for modestly sized tasks. In this paper we present an improved factor 4 approximation algorithm to this problem using a simple combinatorial algorithm which does not require solving large convex programs. The analysis extends a method developed by Ailon, Charikar and Alantha in 2008, where a randomized pivoting algorithm was analyzed for obtaining a 3-approximation algorithm for Correlation Clustering, which is the same problem on graphs (not bipartite). The analysis for Correlation Clustering there required defining events for structures containing 3 vertices and using the probability of these events to produce a feasible solution to a dual of a certain natural LP bounding the optimal cost. It is tempting here to use sets of 4 vertices, which are the smallest structures for which contradictions arise for Bipartite Correlation Clustering. This simple idea, however, appears to be evasive. We show that, by modifying the LP, we can analyze algorithms which take into consideration subgraph structures of unbounded size. We believe our techniques are interesting in their own right, and may be used for other problems as well.","The NP-hard BICLUSTER EDITING is to add or remove at most k edges to make a bipartite graph G = (V, E) a vertex-disjoint union of complete bipartite subgraphs. It has applications in the analysis of gene expression data. We show that by polynomial-time preprocessing, one can shrink a problem instance to one with 4k vertices, thus proving that the problem has a linear kernel, improving a quadratic kernel result. We further give a search tree algorithm that improves the running time bound from the trivial O(4k + |E|) to O(3.24k + |E|). Finally, we give a randomized 4-approximation, improving a known approximation with factor 11.",1
346dbbaa-dc78-46fb-8acc-20ecca97f5df,379b73a4-fded-4921-8af9-13f6823b54c6,"ABSTRACT#R##N##R##N#A personal network (PN) should enable the collaboration of user's devices and services in a flexible, self-organizing, and friendly manner. For such purpose, the PN must securely accommodate heterogeneous technologies with uneven computational and communication resources. In particular, personal radio frequency identification (RFID) tags can enable seamless recognition of user's context, provide user authentication, and enable novel services enhancing the quality and quantity of data handled by the PN. However, the highly constrained features of common RFID tags and their passive role in the network highlights the need of an adequate secure communication model with personal tags, which enables their participation as a member of the PN. In this paper, we present our concept of PN, with special emphasis on the role of RFID and sensor networks, and define a secure architecture for PNs including methods for the secure access to context-aware technologies from both local PN members and the Internet of Things. The PN architecture is designed to support differentiated security mechanisms to maximize the level of security for each type of personal device. Furthermore, we analyze which security solutions available in the literature can be adapted for our architecture, as well as the challenges and security mechanisms still necessary in the secure integration of personal tags. Copyright Â© 2013 John Wiley & Sons, Ltd.","Identity Management has so far been a field mainly applications and Web focused. This paper describes a novel approach to cross layer identity management that extends digital identities to the network, the virtual identity (VID) framework. The VID framework provides strong privacy to the user, while easily supporting personalization cross-service providers. While other identity management solutions are tailored to one specific application and/or protocol domain, the proposed framework extends the use of one's digital identity to all aspects of the network and services architecture. It is also the first to consider legal constrains, such as ownership of data and legal intercept issues, in such a broad scope. One major aspect reported here is the relevance for operators.",1
252f22ca-f05c-4c4a-bed2-1a9609b098da,3bc34af7-ab06-4271-9a7a-052a45b42bf5,"A two-dimensional framework is proposed as a basis for assessing users' self-report responses to website designs. This incorporates two features that have been consistently identified in the psychology and design literatures: (a) a processing sequence and (b) a distinction between cognition and affect. Suggested advantages include increased clarity with regard to the identification of self-report constructs, stronger links to relevant literature, and improved â€œactionabilityâ€ù of designs. To examine this framework empirically, a study was conducted for which participants were required to imagine selecting a psychology university degree program and to provide a series of ratings of the designs of five department websites. The proposed framework enabled the identification of distinct and interpretable patterns of users' responses. In this regard, a number of consistencies with recent conceptualizations of user experience were noted. Implications and limitations of the proposed approach were considered.","Recent research into user experience has identified the need for a theoretical model to build cumulative knowledge in research addressing how the overall quality or 'goodness' of an interactive product is formed. An experiment tested and extended Hassenzahl's model of aesthetic experience. The study used a 2x2x(2) experimental design with three factors: principles of screen design, principles for organizing information on a web page and experience of using a web site. Dependent variables included hedonic perceptions and evaluations of a web site as well as measures of task performance, navigation behaviour and mental effort. Measures, except Beauty, were sensitive to manipulation of web design. Beauty was influenced by hedonic attributes (identification and stimulation), but Goodness by both hedonic and pragmatic (user-perceived usability) attributes as well as task performance and mental effort. Hedonic quality was more stable with experience of web-site use than pragmatic quality and Beauty was more stable than Goodness.",1
c01fcb0d-03ec-4e86-9640-9f66ae4c7122,3bc34af7-ab06-4271-9a7a-052a45b42bf5,"This article presents an evaluation framework for user preference research. Web application was implemented to verify this framework. Interrelated influence of three main aspects of the website - usability, aesthetics and information part - is demonstrated in a performed experiment. Surprisingly, the perception of aesthetics was most significantly influenced by the quality of two remaining factors. The original hypothesis was, that the quality of aesthetics will influence the perception of usability and information part. The article also features a parallel comparison approach, which allows within-subject design and two-way performed manipulation of variables.","Recent research into user experience has identified the need for a theoretical model to build cumulative knowledge in research addressing how the overall quality or 'goodness' of an interactive product is formed. An experiment tested and extended Hassenzahl's model of aesthetic experience. The study used a 2x2x(2) experimental design with three factors: principles of screen design, principles for organizing information on a web page and experience of using a web site. Dependent variables included hedonic perceptions and evaluations of a web site as well as measures of task performance, navigation behaviour and mental effort. Measures, except Beauty, were sensitive to manipulation of web design. Beauty was influenced by hedonic attributes (identification and stimulation), but Goodness by both hedonic and pragmatic (user-perceived usability) attributes as well as task performance and mental effort. Hedonic quality was more stable with experience of web-site use than pragmatic quality and Beauty was more stable than Goodness.",1
dedbeead-a96c-4cef-bfac-0243c404b733,42c64943-cd60-4d01-bf64-5e89d2982a46,"Modern epidemiology integrates knowledge from heterogeneous collections of data consisting of numerical, descriptive and imaging. Large-scale epidemiological studies use sophisticated statistical analysis, mathematical models using differential equations and versatile analytic tools that handle numerical data. In contrast, knowledge extraction from images and descriptive information in the form of text and diagrams remain a challenge for most fields, in particular, for diseases of the eye. In this article we provide a roadmap towards extraction of knowledge from text and images with focus on forthcoming applications to epidemiological investigation of retinal diseases, especially from existing massive heterogeneous collections of data distributed around the globe.","Most subfields of computer science have an interface layer via which applications communicate with the infrastructure, and this is key to their success (e.g., the Internet in networking, the relational model in databases, etc.). So far this interface layer has been missing in AI. First-order logic and probabilistic graphical models each have some of the necessary features, but a viable interface layer requires combining both. Markov logic is a powerful new language that accomplishes this by attaching weights to first-order formulas and treating them as templates for features of Markov random fields. Most statistical models in wide use are special cases of Markov logic, and first-order logic is its infinite-weight limit. Inference algorithms for Markov logic combine ideas from satisfiability, Markov chain Monte Carlo, belief propagation, and resolution. Learning algorithms make use of conditional likelihood, convex optimization, and inductive logic programming. Markov logic has been successfully applied to problems in information extraction and integration, natural language processing, robot mapping, social networks, computational biology, and others, and is the basis of the open-source Alchemy system.",1
793c319f-2635-48f6-8cdd-5b113aed1616,7b043552-62fb-48ce-b936-3b7d1cd01d26,"Applying rotated and cyclic Q delayed (RCQD) modulation on the transmitter side improves the performance of the receiver in case of fading channel conditions along with erasures. However, the complexity of demapping in the receiver increases significantly to achieve this elevated performance. Many low complexity demapping solutions are available but few are actually implemented in hardware. Recently, new constellation rotation angles and associated simplified demapping technique with better performance for fading channel conditions along with erasure scenarios has been proposed. In this paper, we propose a novel demapper architecture model that exploits these latest simplifications. Moreover, a joint demapper implementation is proposed, which can demap the symbols from different constellations using full or simplified demapping algorithm to achieve best throughput in terms of LLR/sec. Compared to state-of-the-art implementations of RCQD demappers, significant hardware reductions are demonstrated encouraging the use of RCQD modulation in future wireless communication applications.","Understanding relationships between entities in a computer network is an important task in enterprise cyber-security. This paper presents a novel procedure for exploring similarity relationships in Netflow behaviour - activity over time. We demonstrate a two-stage procedure. First, a statistical model is used as a summary of raw data. Naturally, the parameters of such a model are subject to estimation uncertainty. The second stage develops a similarity metric that incorporates this uncertainty. Standard clustering procedures then become available. We illustrate the method using connection-based data derived from Netflow records, from a recently released public domain data set.",0
86798e31-2925-4d72-ad9b-13b4935504f8,56b47e7d-dd4b-4970-9071-63bfaf89607c,"Location service is an essential prerequisite for mobile wireless ad hoc networks (MANETs) in which the underlying routing protocol leverages physical location information of sender and receiver nodes. Fulfillment of this requirement is challenging partly due to the mobility and unpredictability of nodes in MANETs. Moreover, scalability and location information availability under various circumstances are also substantial factors in designing an effective location service paradigm. By and large, utilizing centralized or distributed location servers responsible for storing the location information of all, or a subset of participant mobile devices, is a method employed in a significant portion of location service schemes. However, from the fairness point of view, it is more suitable to employ a location service scheme that treats participant nodes fairly, without mandating an unlucky subset to undertake the responsibility of serving as location server(s). In this work, we propose a scalable and fully decentralized location service scheme (PETAL) in which the burden of location update and inquiry tasks is almost evenly distributed among the nodes, resulting in an improvement in resilience against individual node failures. PETAL does not require hashing which results in more complexity, it is resilient against swarm mobility pattern, it requires minimal periodic location update messages when nodes do not move, and finally it does not require too many parameter configurations on all nodes. Our simulation results reveal that PETAL performs efficiently, particularly in environments densely populated by wireless devices.","We consider a system where updates are generated randomly and transmitted to a monitor. Only a single update can be in the queue at a time and hence the source needs to prioritize between the current update being served or the incoming one. With Poisson arrival of updates, this choice gives rise to two transmission policies for the M/G/1/1 queue: preempting the current update or discarding the new one. We start by studying the average status update age as well as the optimal update arrival rate for these two schemes under general service time distribution. We then apply these results on two practical scenarios: updates are sent through a symbol erasure channel using (a) an infinite incremental redundancy (IIR) ARQ system and (b) a fixed redundancy (FR) ARQ system. In IIR, the transmission of an update continues until k_s unerased symbols are received. In the FR system, the update is divided into k_p packets encoded ratelessly and each packet is encoded using an (n_s,k_s)-Maximum Distance Separable (MDS) code. We show that in both schemes the best strategy would be not to preempt. Moreover, we also prove that, from an age point of view, IIR is better than FR.",0
